layer,variant,distance,mean_cos
14,raw,23,0.645567
14,raw,24,0.645176
14,raw,25,0.644748
14,raw,26,0.644393
14,raw,27,0.643672
14,raw,28,0.642881
14,raw,29,0.642501
14,raw,30,0.641901
14,raw,31,0.641367
14,raw,32,0.64075
14,raw,33,0.640324
14,raw,34,0.639489
14,raw,35,0.638575
14,raw,36,0.638159
14,raw,37,0.637243
14,raw,38,0.636157
14,raw,39,0.635575
14,raw,40,0.634677
14,raw,41,0.633844
14,raw,42,0.633057
14,raw,43,0.632217
14,raw,44,0.631434
14,raw,45,0.630514
14,raw,46,0.629765
14,raw,47,0.628792
14,raw,48,0.627012
14,raw,49,0.625722
14,raw,50,0.625506
14,raw,51,0.624095
14,raw,52,0.622882
14,raw,53,0.621776
14,raw,54,0.62061
14,raw,55,0.619047
14,raw,56,0.617325
14,raw,57,0.616001
14,raw,58,0.614668
14,raw,59,0.61302
14,raw,60,0.612596
14,raw,61,0.611708
14,raw,62,0.611367
14,raw,63,0.612417
14,raw,64,0.61285
14,raw,65,0.612007
14,raw,66,0.611904
14,raw,67,0.612502
14,raw,68,0.611189
14,raw,69,0.611656
14,raw,70,0.613201
14,raw,71,0.615762
14,raw,72,0.604919
14,raw,73,0.59484
14,centered,0,0.0810347
14,centered,1,0.0799004
14,centered,2,0.0783554
14,centered,3,0.0782137
14,centered,4,0.0775552
14,centered,5,0.0771909
14,centered,6,0.0765698
14,centered,7,0.0756538
14,centered,8,0.0758575
14,centered,9,0.0748761
14,centered,10,0.0735901
14,centered,11,0.0733253
14,centered,12,0.0725349
14,centered,13,0.0718205
14,centered,14,0.0712054
14,centered,15,0.0703317
14,centered,16,0.0695149
